nome;telefone;email;empresa;cidade;estado;id_externo
Studio Corte Fix;(31) 91013-3164;lead-972@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-972
Barbearia Central;(19) 91013-3301;lead-973@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-973
Cabelo & Arte;(41) 91013-3438;lead-974@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-974
Salão Estilo;(51) 91013-3575;lead-975@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-975
Barbearia Urbana;(71) 91013-3712;lead-976@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-976
Studio Beleza Real;(81) 91013-3849;lead-977@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-977
Barbearia Nobre;(85) 91013-3986;lead-978@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-978
Salão da Praça;(62) 91013-4123;lead-979@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-979
Barbearia do João;(11) 91013-4260;lead-980@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-980
Salão da Maria;(21) 91013-4397;lead-981@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-981
Studio Corte Fix;(31) 91013-4534;lead-982@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-982
Barbearia Central;(19) 91013-4671;lead-983@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-983
Cabelo & Arte;(41) 91013-4808;lead-984@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-984
Salão Estilo;(51) 91013-4945;lead-985@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-985
Barbearia Urbana;(71) 91013-5082;lead-986@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-986
Studio Beleza Real;SEM_TELEFONE_VALIDO;;Studio Beleza Real;Recife;PE;EXT-987
Barbearia Nobre;(85) 91013-5356;lead-988@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-988
Salão da Praça;(62) 91013-5493;lead-989@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-989
Barbearia do João;(11) 91013-5630;lead-990@exemplo.com.br;Barbearia do João;São Paulo;SP;EXT-990
Salão da Maria;(21) 91013-5767;lead-991@exemplo.com.br;Salão da Maria;Rio de Janeiro;RJ;EXT-991
Studio Corte Fix;(31) 91013-5904;lead-992@exemplo.com.br;Studio Corte Fix;Belo Horizonte;MG;EXT-992
Barbearia Central;(19) 91013-6041;lead-993@exemplo.com.br;Barbearia Central;Campinas;SP;EXT-993
Cabelo & Arte;(19) 91013-6041;lead-994@exemplo.com.br;Cabelo & Arte;Curitiba;PR;EXT-994
Salão Estilo;(51) 91013-6315;lead-995@exemplo.com.br;Salão Estilo;Porto Alegre;RS;EXT-995
Barbearia Urbana;(71) 91013-6452;lead-996@exemplo.com.br;Barbearia Urbana;Salvador;BA;EXT-996
Studio Beleza Real;(81) 91013-6589;lead-997@exemplo.com.br;Studio Beleza Real;Recife;PE;EXT-997
Barbearia Nobre;(85) 91013-6726;lead-998@exemplo.com.br;Barbearia Nobre;Fortaleza;CE;EXT-998
Salão da Praça;(62) 91013-6863;lead-999@exemplo.com.br;Salão da Praça;Goiânia;GO;EXT-999
